SHINEuid,MonType,HER Number,Name,PrtctStat,Summary,PeriodStrt,PeriodEnd,Evidence,Descript,PrimRefNo,SHINE_name,CandStat,SHI_Form,SHI_Signif,SHI_StatID,SHI_Stat,Shape,BroadType_Code,Keep_YN.x,Keep_YN.y,countNoKeep,countSHINEuids
36660,BIELD,32996,"Bield at Gillflinter Beck, Ennerdale and Kinniside",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A small bield located to the east of Gillflinter Beck. It is roughly triangular, and of an uneven dry-stone construction. Apart from the east wall, it is denuded and only survives as 4 courses of scree stones piled in a wall. These are sub-rounded and su",312553f0-4fa6-4dc6-b649-def2a1d8a7cd,"Structural remains of a post-medieval bield at Gillflinter Beck, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
36661,BIELD,32998,"Bield at Gillflinter Beck, Ennerdale and Kinniside",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,A small 'question mark' shaped dry-stone shelter. It is approximately 6m long by 2m wide and its walls are 0.6m wide by 0.6m high. The walls consist of 4 rough courses of small to medium sub-rounded scree. This site was located during field survey conduc,2fc08eb1-50b4-4f53-b30e-adacf92d7a44,"Structural remains of a post-medieval bield at Gillflinter Beck, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
36665,LEAT,33007,"Leat at Bowness Knott, Ennerdale and Kinniside",,"Leat (artificial water channel, usually leading to a mill) of post medieval date.",POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,"A water smoot from a channel running through the field, and likely to date from the Enclosure Act (mid 18th century-early 19th century). This site was located during field survey conducted by OAN in 2003 (S1889).",9f1cf3bf-ad5c-4c9b-af61-460dc5110166,"Above-ground remains of a post-medieval leat at Bowness Knott, Ennerdale and Kinniside",yes,Above-ground feature(s),Medium,2,Probable,Point,NA,N,N,1,1
36708,BIELD,33106,"Bields at Barwick House, St. John's Castlerigg and Wythburn",,Bields (walls built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,DOCUMENTARY EVIDENCE,"Several bields are shown and named on the OS 1st edition 6"" map, one is shown on the OS 2nd edition 6"" map and two appear on the current OS mapping. This site was located during a field survey conducted by LUAU in 1996 (S1898).",2bd42c2f-8d21-4ce8-bd7e-245a39e34d5c,"Structural remains of post-medieval bields at Barwick House, St John's Castlerigg and Wythburn",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
36726,COPPER MINE,17944,"Hay Gill  Copper Mine, Caldbeck",,Site of a copper mine of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,"A very small late C18th stamping mill ? Site and adjacent earlier workings on a rare area of flat ground in Hay Gill.  Consists of wheelpit with building ? (left bank) and two roomed building (right bank). The site is ruinous, but a relatively rare survi",c6aa8734-b291-491c-aafc-aed6c82182c4,"Above-ground remains of a post-medieval copper mine at Hay Gill, Caldbeck",yes,Above-ground feature(s),Medium,2,Probable,Point,2,N,N,1,1
36770,HOLLOW,33244,"Park Beck hollow, Kentmere",,"An earthwork hollow (hollow, concave formation or place, which has sometimes been dug out) - possibly man-made - has been recorded in field survey work. It is unknown what date or function this might have had.",UNCERTAIN,UNCERTAIN,EARTHWORK,"Hollow recorded by the 1984 SEARCH project; the remains are a slight penanular hollow facing South in slightly sloping ground. The hollow is some 4.5m x 9.4m in internal area. Possible internal features, such as walls, were recorded in the initial record",ab620cca-3729-467b-b928-80676e9d93d9,"Above-ground remains of a hollow way of unknown date at Park Beck, Kentmere",yes,Above-ground feature(s),Medium,2,Probable,Point,NA,N,N,1,1
36878,BIELD,60177,"Bield, West of Kilnstones Wood, Longsleddale",,A bield (a wall built to give shelter to sheep) of medieval to post medieval date.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A dry stone walled structure with a rough plan based on three sides of a square, open to the west up the hill. No entrance is discernible. The structure measures approximately 10m square and stands to a height of 1.3m. The site was identified during a wa",24047bc9-e2d8-440e-bcc1-cf942cff7aaa,"Structural remains of a bield (a shelter for sheep) of post medieval date at Kilnstones,Longsleddale",yes,Structure(s),Low,2,Probable,Point,1,N,N,1,1
36907,VERMIN TRAP,60224,"Fox Bield, Broad End, Underskiddaw",,A Fox Bield (a device used to trap or kill foxes) of possible post medieval date.,POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,A Fox Bield identified on an OS mastermap during documentary research. (S5107),ed201611-76e3-456a-a18b-54555654feeb,"Above-ground feature of a  Fox Bield, Broad End, Underskiddaw",yes,Above-ground feature(s),Medium,2,Probable,Polygon,NA,N,N,1,1
36953,BIELD,60044,"Bield on the northern slopes of Broad Crag, Great Langdale",,"This is a small sub-rectangular, structure set against a steep slope. The walls are of dry-stone construction and they stand to about two or three courses high.",MEDIEVAL,POST MEDIEVAL,STRUCTURE,"(OA North site visit 2005) This is a small sub-rectangular, structure set against a steep slope. The walls are of dry-stone construction and they stand to about two or three courses high. Four sides of a sub-rectangular structure are present one of which",e1d7c54e-828d-462b-b257-7b1573b0853d,"Above-ground feature, Bield on the northern slopes of Broad Crag, Great Langdale",yes,Above-ground feature(s),Low,2,Probable,Point,1,N,N,1,1
36973,LEAD MINE,1226,"Gold Scope Copper and Lead Mines, Above Derwent",Scheduled Monument,Copper mine of Medieval to Post-Medieval date.  Also the site of lead extraction in the Industrial period (19th century).  Scheduled Ancient Monument no. 34954.,MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,"Copper-lead workings at Goldscope at the SE foot of the Newlands Vale were worked by the Company of Mines Royal in C16.  Now disused (S1086).
~
The Goldscope mine (the name deriving via local corruption from the German Gottesgab = God's Gift) in the Ne",68bae2ce-aa89-41f0-a479-3374357847b8,"Above-, below-ground and structural remains of a medieval to post-medieval copper mine at Goldscope",yes,Structure(s) + above + below-ground feature(s),Medium,2,Probable,Polygon,NA,N,N,2,2
36973,COPPER MINE,1226,"Gold Scope Copper and Lead Mines, Above Derwent",Scheduled Monument,Copper mine of Medieval to Post-Medieval date.  Also the site of lead extraction in the Industrial period (19th century).  Scheduled Ancient Monument no. 34954.,MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,"Copper-lead workings at Goldscope at the SE foot of the Newlands Vale were worked by the Company of Mines Royal in C16.  Now disused (S1086).
~
The Goldscope mine (the name deriving via local corruption from the German Gottesgab = God's Gift) in the Ne",68bae2ce-aa89-41f0-a479-3374357847b8,"Above-, below-ground and structural remains of a medieval to post-medieval copper mine at Goldscope",yes,Structure(s) + above + below-ground feature(s),Medium,2,Probable,Polygon,2,N,N,2,2
36974,COPPER MINE,1227,"Dale Head Copper Mine, Above Derwent",Scheduled Monument,Copper mine of Medieval to Post-Medieval date.  Scheduled Ancient Monument no. 34952.,MEDIEVAL,POST MEDIEVAL,EARTHWORK,"Dale Head Copper Mine at the head of the Newlands Valley was worked by the Company of Mines Royal in C16.  Now disused (S1086).
~
See book ' The Industrial Archaeology of the Lake Counties' 1969 (S1142).
~
Also see the Inventory of ancient monuments",a1ce83b6-aeb8-4b48-bcda-008c3144edbd,Above and below-ground remains of a medieval to post-medieval copper mine at Above Derwent,yes,Above + below-ground feature(s),Medium,2,Probable,Polygon,2,N,N,1,1
37093,COPPER MINE,3152,"Wetheram Mines, Coniston",,Copper mine of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"One of several copper mines at Coniston.  There is said to be an iron horse wheel remaining. See the National Record of Industrial Monuments 443506 (S2391).
~
Also see 'The Industrial Archaeology of the Lake Counties' (S1142).",cf7e4192-1ec0-462b-88d8-7c9d9f652897,"Above-ground remains of a post-medieval mine copper mine at Wetheram, Coniston",yes,Above-ground feature(s),Medium,2,Probable,Point,2,N,N,1,1
37095,COPPER MINE,3158,"Blake Rigg Copper Mine, Coniston",,Site of a copper mine of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,One of several copper mines in the Tilberthwaite Fell area. See the National Record of Industrial Monuments 443512 (S2391).,dd39c4a6-69b4-4a3d-b531-786d8b9c12fb,"Above and below-ground remains of a post-medieval copper mine at Blake Rigg, Coniston",yes,Above + below-ground feature(s),Medium,2,Probable,Point,2,N,N,1,1
37227,BIELD,7605,"Bield, Southwest of Barnscar",,A bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"Site was identified from vertical aerial photographs taken as part of the CLAU VAP Project in 1983 and field observation undertaken 17 April 1983. The T-shaped enclosure, (possibly sheep-pen) shown on OS (1977) 1:10,000 map. 2-3 courses of stone remainin",4048e430-383f-433e-8c8b-be7a7f913f19,"Structural remains of a post-medieval bield at Barnscar, Muncaster",yes,Structure(s),Medium,2,Probable,Polygon,1,N,N,1,1
37236,BIELD,60287,"Bield, North of Nine Gills, Ireby and Uldale",,Bield (A wall built to give shelter to sheep).,UNCERTAIN,UNCERTAIN,DOCUMENTARY EVIDENCE,Site of a bield identified on OS 1st edition maps. There does appear to be evidence of the structure visible on the 2004 aerial photographs.,7f1afa7d-e49f-4c7d-b250-b6a1096c7ac2,"Above-ground feature, Bield, North of Nine Gills, Ireby and Uldale",yes,Above-ground feature(s),Low,2,Probable,Point,1,N,N,1,1
37238,BIELD,60289,"Bield, West of Burn Tod, Ireby and Uldale",,A bield (A wall built to give shelter to sheep),UNCERTAIN,UNCERTAIN,DOCUMENTARY EVIDENCE,A bield identified on OS 1st edition maps during documentary research. The bield is also visible on the 2004 aerial photographs.,9f6f552a-004c-4d72-b520-21e53626bdd8,"Above-ground feature, Bield, West of Burn Tod, Ireby and Uldale",yes,Above-ground feature(s),Low,2,Probable,Point,1,N,N,1,1
37304,COACH HOUSE,60078,"Coach House, Monk Coniston, Coniston",Listed Building,"The building presently known as the Coach House is in fact a former stable block.  It probably dates from the late eighteenth or early nineteenth century, but until c.1900 formed part of a larger building, the demolished section of which may have served",POST MEDIEVAL,POST MEDIEVAL,EXTANT BUILDING,"The building presently known as the Coach House is in fact a former stable block. It probably dates from the late 18th or early 19th century, but until c. 1900 formed part of a larger building, the demolished section of which may have served as a coach h",1cf8ebbf-73cf-42ed-a938-1f79c5e04aa1,"Coach House, Monk Coniston, Coniston",yes,Structure(s),Medium,2,Probable,Point,4,N,N,1,1
37441,BIELD,9432,Bield on Heathwaite Fell,,A possible bield (a wall built to give shelter to sheep) of Medieval date.,MEDIEVAL,MEDIEVAL,STRUCTURE,"A small, rectilinear, dry stone structure built upagainst a crag. It comprises a sub-triangular hollow with earth retaining dry-stone walls along the north, west and part of the east sides. The bottom of the feature is filled with organic material to a d",dd6ce4a8-7614-4652-84ae-1a9c19675446,"Structural remains of a medieval bield at Heathwaite Fell, Kirkby Ireleth",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
37467,LEAD MINE,11443,"Stair Lead Mine, Above Derwent",,Site of a lead mine of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of a Lead Mine, no longer marked by OS, shown on the OS 6"" 1st edition map of Cumberland sheet 64 (S1177).",490a3a36-3b24-4c14-ae63-e90c34364186,"Above and below-ground remains of a mine at Stair, Above Derwent",yes,Above + below-ground feature(s),Low,1,Possible,Polygon,NA,N,N,1,1
37476,LEAD MINE,11658,"Barrow Mine, Uzzicar, Above Derwent",,Site of a lead mine of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of a Lead Mine, still marked by OS, shown on the OS 1:10000 map sheet NY22SW 1978 (S2195).
~
Site recorded in The National Trust Sites and Monuments Record (S2873).
~
This is a very large and old area of lead mining activity. The area is on both",a518424b-0cb8-43a2-b070-a9036be807f4,"Above and below-ground remains of a mine of unknown date at Uzzicar, Above Derwent",yes,Above + below-ground feature(s),Medium,2,Probable,Polygon,NA,N,N,1,1
37477,LEAD MINE,11659,"Greenah Hill Lead Shaft, Above Derwent",,Site of a lead mine of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of a Lead Shaft, no longer marked by OS, shown on the OS 6"" 1st edition map of Cumberland sheet 64 (S1177).",db8ed7c7-5fd9-4b0f-97e7-38fe99aeef0f,"Above and below-ground remains of a mine of unknown date at Greenah, Above Derwent",yes,Above + below-ground feature(s),Low,2,Probable,Point,NA,N,N,1,1
37496,LEAD MINE,12001,Loweswater Lead Mine,,Site of a disused lead mine of unknown date.,POST MEDIEVAL,POST MEDIEVAL,DOCUMENTARY EVIDENCE,"A disused Lead Mine (Levels and Shafts) marked on the OS 6"" 1st edition map of Cumberland sheet 62 (S1177), used in the 1860s and still marked by OS.
~
Site recorded by The National Trust Sites and Monuments Record under the name ""Whiteoak Lead Mine, B",28c8e55a-2378-4a23-a6d3-0de45d3c19e9,Above and below-ground remains of a mine and quarries of unknown date at Loweswater,yes,Above + below-ground feature(s),Medium,2,Probable,Polygon,NA,N,N,1,1
37497,LEAD MINE,12039,"Brandelhow Lead Mine, Above Derwent",,Site of a lead mine of unknown date.,POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,"Brandelhow Lead Mine was situated on the south west bank of Derwent Water.  It contained several Shafts and Levels as well as a Tramway which ran approximately 300 feet. The site is shown on the OS 25"" 1st edition map of Cumberland sheet 64.13 (S2589).
",48036b70-6704-4ae2-bc19-07156efa3813,"Above and below-ground remains of a mine of unknown date at Brandelhow, Above Derwent",yes,Above + below-ground feature(s),Medium,2,Probable,Polygon,NA,N,N,1,1
37509,COPPER MINE,12079,"Ellers Copper Opencut Veinworkings, Borrowdale",,Site of a disused copper mine of Medieval to Post Medieval date.,MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,"Site of disused Workings shown on the OS 1:10000 map sheet NY21NW 1978 (S2187).
~
Documented Elizabethan opencut veinworkings (part infilled) with the remains of a three roomed building probably of later date, revetment and C19th adit.  Said under MPP",9690ba29-d6df-4f32-997f-887a2ab5b338,"Above and below-ground remains of a mine of medieval to post-medieval date at Ellers, Borrowdale",yes,Above + below-ground feature(s),Medium,2,Probable,Polygon,2,N,N,1,1
37511,LEAD MINE,12081,"Castlenook Lead Mine, Above Derwent",,Site of a disused lead mine of unknown date.,POST MEDIEVAL,POST MEDIEVAL,DOCUMENTARY EVIDENCE,"Site of 'Castlenook' Lead Mine and adjacent Levels shown on the OS 6"" 1st edition map of Cumberland sheet 69 (S1177), all now disused but still marked by OS.
~
Site recorded in The National Trust Sites and Monuments Record (S2873).
~
Small Lead mine",9ede6b1d-dbf7-49a8-96ce-c415ba414e5c,"Above and below-ground remains of a mine of unknown date at Castlenook, Above Derwent",yes,Above + below-ground feature(s),Medium,2,Probable,Polygon,NA,N,N,1,1
37513,COPPER MINE,12083,"Long Work 16th and 17th Century Copper Mines 400m NW of Waterfall Buttress, Above Derwent",Scheduled Monument,Site of an area of copper workings (a site where copper ore is extracted directly from the surface of the ground) of Medieval to Post Medieval date.  Scheduled Ancient Monument no. 34953.,POST MEDIEVAL,20TH CENTURY,EARTHWORK,"Area of disused Workings, including at least one Level shown on the OS 1:10000 map sheet NY21NW 1978 (S2187).
~
Disseminated Elizabethan opencut veinworking with early C20 levels and reworking.  According to MPP Step 3, 4 Report, the Elizabethan featur",0a9df8fd-3c08-41f1-967f-536399f312ad,"Above-, below-ground and structural remains of a medieval to post-medieval mine at Above Derwent",yes,Structure(s) + above + below-ground feature(s),Medium,2,Probable,Polygon,2,N,N,1,1
37521,COPPER MINE,12150,Ulpha Copper Mine,,Site of a disused copper mine of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Disused Copper Mine shown on the OS 6"" 1st edition map of Cumberland sheet (S1177).",e003dc81-026e-4f1e-a2cc-e515e60a93f3,"Above-, below-ground and structural remains of a mine of unknown date at Whelpsty How, Ulpha",yes,Structure(s) + above + below-ground feature(s),Medium,2,Probable,Polygon,2,N,N,1,1
37554,FISH HOUSE,13734,"Haverthwaite, Fish House",,Site of a fish house (a building used for the storage of fish) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,RUINED BUILDING,"Ruinous Post-medieval ""Fish House"" next to easement fence.  Photographic record made by British Gas in 1980 (S2710). 
~
The fish house is situated on the south bank of the River Leven, where a small stream joins the main river. The structure is built o",54803347-3201-4f9d-8ee5-e3c1763adb41,Structural remains of a post-medieval fish house at Haverthwaite,yes,Structure(s),Medium,2,Probable,Polygon,NA,N,N,1,1
37596,COBALT MINE,15281,Above Derwent Cobalt Mine,,Site of a cobalt mine of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,A rare example of a mine working specifically for Cobalt; only a few ounces of the pure mineral were ever produced. This mining was carried out c. 1848.  The site is situated on very dangerous precipitous ground and could not be fully assessed due to hig,8ed6c50e-87d6-49b1-8dad-e2443b001fb4,"Above-, below-ground and structural remains of a post-medieval mine at Above Derwent",yes,Structure(s) + above + below-ground feature(s),Low,1,Possible,Polygon,2,N,N,1,1
37639,GRAVEL PIT,16430,"Gravel Pit, Blawith and Subberthwaite",,"Site of a gravel pit (a steep-sided pit formed by, and for, the extraction of gravel) of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of gravel pit shown on the OS 6"" 2nd edition map of Lancashire sheet 7 dated 1893 (S2081).",850748a7-caa5-4510-8b4d-db5e121293b2,Above-ground remains of gravel pits of unknown date at Blawith and Subberthwaite,yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
37649,GRAVEL PIT,16459,"High Common Gravel Pit, Broughton West",,"Site of a gravel pit (a steep-sided pit formed by, and for, the extraction of gravel) of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of gravel pit shown on the OS 6"" 1st edition map of Lancashire sheet 4 dated 1851 (S2078).",9dcd2317-c664-434b-863e-601a5b64de1a,"Above-ground remains of a gravel pit of unknown date at High Common, Broughton West",yes,Above-ground feature(s),Low,2,Probable,Polygon,2,N,N,1,1
37679,ARSENAL,17183,"Powder Magazine, Pull Wyke, Skelwith",,Site of a powder magazine (a place in which gunpowder and other explosives are stored in large quantities) of Post Medieval date.  See nearby HER 3537.,POST MEDIEVAL,POST MEDIEVAL,EXTANT BUILDING,"Pull Wyke Powder Magazine is surrounded by woodland in Sandy Wyke Bay.  The OS 6"" 1st Edition map of Westmorland sheet 26 marks it as a powder magazine (S1360), though it is unnamed on the OS 25"" 2nd edition map sheet 26.14 (S2792).  There are earthworks",107b645e-6748-4c78-87f2-5532dabafbd0,"Structural remains of a post-medieval powder magazine at Pull Wyke, Skelwith",yes,Structure(s),Medium,2,Probable,Point,5,N,N,2,2
37679,ARSENAL,17183,"Powder Magazine, Pull Wyke, Skelwith",,Site of a powder magazine (a place in which gunpowder and other explosives are stored in large quantities) of Post Medieval date.  See nearby HER 3537.,POST MEDIEVAL,POST MEDIEVAL,EXTANT BUILDING,"Pull Wyke Powder Magazine is surrounded by woodland in Sandy Wyke Bay.  The OS 6"" 1st Edition map of Westmorland sheet 26 marks it as a powder magazine (S1360), though it is unnamed on the OS 25"" 2nd edition map sheet 26.14 (S2792).  There are earthworks",107b645e-6748-4c78-87f2-5532dabafbd0,"Structural remains of a post-medieval powder magazine at Pull Wyke, Skelwith",yes,Structure(s),Medium,2,Probable,Polygon,5,N,N,2,2
37705,GRAVEL PIT,17329,"Hare Hill Gravel Pit, Upper Allithwaite",,"Site of a gravel pit (a steep-sided pit formed by, and for, the extraction of gravel) of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of Hare Hill gravel pit, no longer marked by OS, shown on the OS 6"" 1st edition map of Lancashire sheet 8 dated 1851 (S2078).",0f89351d-1c1c-49d9-908b-4db9e37f25c5,"Above-ground remains of a gravel pit of unknown date at Hare Hill, Upper Allithwaite",yes,Above-ground feature(s),Low,2,Probable,Polygon,2,N,N,1,1
37732,COPPER MINE,17943,"Copper Plate Opencut (Higher), Borrowdale",,Site of a copper mine of Medieval date.,MEDIEVAL,MEDIEVAL,EARTHWORK,"A documented Elizabethan opencut vein working.  The site is considered of national importance, but not recommended for scheduling as existing management is adequate. See MPP Minor Metals Industries Step 3 report (S1962).
~
Proposals for the future mana",6d161ae2-8a24-4df7-a891-1777a99630bd,"Above-ground remains of a post-medieval mine at Greenup, Borrowdale",yes,Above-ground feature(s),Medium,2,Probable,Point,2,N,N,1,1
37746,GRAVEL PIT,18434,"Jeffy Knotts Gravel Pit, Skelwith",,Site of a gravel pit of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of gravel pit shown on the OS 6"" 2nd edition map of Lancashire sheet 2 dated 1891 (S2081).",012f0da5-07bc-4587-9e18-fc56765f448e,"Above-ground remains of a gravel pit of unknown date at Jeffy Knots, Skelwith",yes,Above-ground feature(s),Low,2,Probable,Polygon,2,N,N,1,1
37747,GRAVEL PIT,18450,"Boat House Wood Gravel Pit, Satterthwaite",,Site of a gravel pit of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of a gravel pit, no longer marked by OS.
~
This site is shown on the OS 6"" 1st edition map of Lancashire sheet 8 dated 1851 (S2078).",c88b79bd-fa4f-4eb8-8d95-453f2f5ed912,"Above-ground remains of a gravel pit of unknown date at Boat House Wood, Satterthwaite",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
37748,COPPER MINE,18453,"Knotts Level, Coniston",,Site of a disused copper mine of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,Site of disused copper mine shown on the OS 1:10000 Map Sheet NY30SW 1980 (S2123).,88f06bc5-3d75-46a8-8ad5-cff25a077498,"Above and below-ground remains of a mine of unknown date at Knotts Level, Coniston",yes,Above + below-ground feature(s),Medium,2,Probable,Polygon,2,N,N,1,1
37752,COPPER MINE,18463,"Hawk Rigg Copper Mine, Coniston",,"Site of a copper mine of Medieval to Post Medieval date.  See HERs 3151, 3157 and 5608.",MEDIEVAL,POST MEDIEVAL,EARTHWORK,"Site of copper mine shown on the OS 6"" 1st edition map of Lancashire sheet 1 dated 1850 (S2078) and the 2nd Edition map of Lancashire dated 1891 (S2081). 
~
An undisturbed site with impressive hand-cut vertical opencut with inferred Elizabethan origin.",9a3077bf-5ce9-429c-9e2e-3864c8fefd96,"Above-ground remains of a medieval to post-medieval mine at Hawk Rigg, Coniston",yes,Above-ground feature(s),Medium,2,Probable,Polygon,2,N,N,1,1
37807,FULLING MILL,30084,"Fulling Mill, Stock Beck, Hawk Bridge, Lickle Valley, Broughton West",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,"Site of a Fulling Mill, situated next to a Potash Kiln HER 30083, included on M Davies Shiel's annotated map 1990 (S1286).",05a05be4-d868-484d-adda-c93cbc8245dd,"Structural remains of a fulling mill of unknown date at Stock Beck, Broughton West",yes,Structure(s),Medium,1,Possible,Point,NA,N,N,1,1
37838,FULLING MILL,30318,"Fulling Mill, Gateside Plantation, Gateside",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,Site of a Fulling Mill included on M Davies Shiel's annotated map 1990 (S1286).,1065aeca-9c3c-4272-b0b3-83530a788901,"Above-ground remains of a fulling mill of unknown date at Gateside Plantation, Cartmel Fell",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37839,FULLING MILL,30319,"Fulling Mill, Spannelbeck Bridge, Gateside",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,Site of a Fulling Mill included on M Davies Shiel's annotated map 1990 (S1286).,8e922ba4-896b-4d4c-aa44-fa13ca72f4c8,"Above-ground remains of a fulling mill of unknown date at Spannelbeck Bridge, Cartmell Fell",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37850,FULLING MILL,30398,"Fulling Mill, Mitchelland",,Site of a fulling mill of unknown date.,UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,Site of a Fulling Mill included on M Davies Shiel's annotated map 1990 (S1286).,fa753016-d97e-40d6-9c0e-9267cc24dd60,"Above-ground remains of a fulling mill of unknown date at Mitchelland, Crook",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37851,FULLING MILL,30405,"Fulling Mill, Mountjoy Wood",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,Site of a Fulling Mill included on M Davies Shiel's annotated map 1990 (S1286).,481e064d-45da-416a-9498-d904f1412048,Above-ground remains of a fulling mill of unknown date at Underbarrow and Bradleyfield,yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37884,FULLING MILL,30549,"Fulling Mill, Mosdale Beck, Loweswater",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,Site of a Fulling Millstead included on M Davies Shiel's annotated map 1990 (S1286).,93534149-051e-44f7-83c7-c9bbc7deef72,"Above-ground remains of a fulling mill of unknown date at Mosdale Beck, Ennerdale and Kinniside",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37908,FULLING MILL,30684,"Mill, Brinhowe Crag, Easedale",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of Post Medieval (1593-1675) date.",POST MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,Site of a cloth mill from 1593 to 1675. This site is included on M Davies Shiel's annotated map 1990 (S1286).,4efdbf99-40d7-4275-941f-afcbc7120533,"Above-ground and structural remains of a post-medieval mill at Brinhowe Crag, Lakes",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37909,FULLING MILL,30686,"Fulling Mill, Megs Gill, Walthwaite, Chapel Stile",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of Post Medieval (1581) date.",POST MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,Site of a Fulling Mill possibly dated to 1581. This site is included on M Davies Shiel's annotated map 1990 (S1286).,d47271b5-22d5-426e-8122-26aea1d510cb,"Above-ground remains of a post-medieval fulling mill at Megs Gill, Lakes",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37915,FULLING MILL,30700,"Fulling Mill, The Wyke, W. shore of Grasmere",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of Post Medieval date.",POST MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,Site of a Fulling Mill. On M Davies Shiel annotated map (1990) written 'Nicholls. Smithy? 1683' (S1286).,4b2ccef8-140b-4c92-89b2-5d67fc762bd1,"Above-ground remains of a post-medieval fulling mill at The Wyke, Lakes",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37922,FULLING MILL,30772,"Fulling Mill, opp. Ivy House, Matterdale End",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) and corn mill of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,Site of a Fulling Mill and a Corn Mill. This site is included on M Davies Shiel's annotated map 1990 (S1286).,6ddd86a2-e0e8-46db-be67-52d6f46ea951,"Above-ground remains of a mill of unknown date at Matterdale End, Matterdale",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
