shine_uid,shine_name,shine_form,significan,web_url,last_edit,FISH_Broad_Type,FISH_Type_Count,FISH_Rank,Aggregated_Period,Period_Rank,Status_MAx
35214,"Above-ground remains of an enclosure of unknown date at Black Gill, Eskdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,DOMESTIC,1,5,UNCERTAIN,1,
35215,"Above-ground remains of narrow ridge and furrow of unknown date at Low Eskholme, Muncaster",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35216,"Above-ground remains of a field system of unknown date at Welcome Nook, Waberthwaite",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35217,"Above-ground remains of ridge and furrow of unknown date at High Corney, Waberthwaite",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,2,11,POST-MEDIEVAL (1540-1900),4,
35220,"Structural remains of an enclosure of unknown date at Black Beck, Wasdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,DOMESTIC,1,5,UNCERTAIN,1,
35221,"Above-ground remains of narrow ridge and furrow of unknown date at Middle Kinmont, Waberthwaite",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35222,"Structural remains of a medieval to post-medieval farmstead at Mitredale Head, Eskdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,MEDIEVAL (1066-1540),5,
35225,Structural remains of an enclosure of unknown date and post-medieval  sheepfolds at Wasdale,Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,DOMESTIC,1,5,UNCERTAIN,1,
35226,"Above-ground remains of a field system at Tonguesdale Moss, Eskdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,2,11,MEDIEVAL (1066-1540),5,
35227,Above-ground remains of an enclosure of unknown date at Eskdale,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,DOMESTIC,1,5,UNCERTAIN,1,
35228,"Above-ground remains of a quarry of unknown date at Roundclose, Eskdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2013-02-07 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35231,"Structural remains of an enclosure of unknown date at Fisherground, Eskdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,DOMESTIC,1,5,UNCERTAIN,1,
35234,"Structural remains of buildings of unknown date at Churn Hole, Ulpha",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
35235,"Above-ground remains of a field system of unknown date at Thwaite Yeat, Millom without",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35236,"Structural remains of a building of unknown date at Gray Stone, Ulpha",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35237,"Structural remains of a medieval building at Crosbythwaite Bridge, Ulpha",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,MEDIEVAL (1066-1540),5,
35238,"Structural remains of walls and a sheepfold of unknown date at The Haws, Ulpha",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35239,"Structural remains of buildings of unknown date at  Leonard Haw, Ulpha",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35241,"Structural remains of a wall of unknown date at  Ashness How, Wasdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35242,Structural remains of cottages of unknown date at Wasdale,Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,DOMESTIC,1,5,UNCERTAIN,1,
35243,"Above-ground remains of field boundaries of unknown date at Lund Bridge, Wasdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35245,"Above-ground remains of an enclosure of unknown date at Yew Crag, Wasdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,DOMESTIC,1,5,UNCERTAIN,1,
35246,"Structural remains of a building of unknown date at Straighthead Gill, Eskdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35248,"Above-ground remains of a field boundary of unknown date at Horse Gill, Eskdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35249,"Structural remains of a building of unknown date at Bracken Gill, Wasdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,DOMESTIC,1,5,UNCERTAIN,1,
35250,"Above-ground remains of a cairn of unknown date at Rospow Hills, Caldbeck",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
35253,"Above-ground remains of cairns at Carrock Beck, Caldbeck",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
35254,"Above-ground remains of cairns of unknown date at Long Hills South, Caldbeck",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
35255,"Above-ground remains of disused quarries of unknown date at Fell Side, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35256,Above-ground and structural remains of a bield and mining industry site of unknown date at Caldbeck,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35257,"Structural remains of a stock enclosure at Short Grain Headwaters, Caldbeck",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,20TH CENTURY,3,
35258,"Structural remains of a bield at Stone Grain, Caldbeck",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,2,11,UNCERTAIN,1,
35259,"Above-ground earthwork remains of a bank and ditch of unknown date at Faulds Brow, Caldbeck",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35260,Above-ground remains of a bield of unknown date at Caldbeck,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35261,"Above-ground remains of quarries of unknown date at Low Fellside, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35264,"Above-ground remains of Long Hills North, Caldbeck",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35266,"Above-ground earthwork remains of prehistoric banks and a cairnfield of Bootle Fell, Bootle",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,PREHISTORIC (pre-43AD),8,
35267,"Above-ground earthwork remains of a bank and ditch of unknown date at Brownrigg Dyke, Caldbeck",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,PREHISTORIC (pre-43AD),8,
35268,"Above-ground remains of earthworks of unknown date at  Thornthwaite Hall, Bampton",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35270,"Above-ground earthwork remains of banks, dykes and walls of unknown date at Shap Abbey, Shap Rural",Above-ground feature(s),High,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35272,"Above-ground remains of quarries of unknown date at Faulds Brow, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35273,Above-ground and structural remains of a quarry and limekiln of unknown date at at Caldbeck,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,UNCERTAIN,1,
35274,"Above-ground remains of a quarry of unknown date at Clints Crags, Blindcrake",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35275,"Above-ground remains of a quarry of unknown date at Routenbeck, Wythop",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35277,Below-ground remains of a post-medieval brickworks and clay pit at Ireby and Uldale,Below-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
35278,Structural and above and below-ground remains of water mill and mill race at Ireby and Uldale,Structure(s) + above + below-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,UNCERTAIN,1,
35279,"Above-ground remains of a quarry of unknown date at Scawaithe Close, Ireby and Uldale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35280,"Above-ground remains of a quarry of unknown date at Fellend Quarry, Bewaldeth and Snittlegarth",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35281,"Above-ground remains of a quarry of unknown date at Whitefield, Ireby and Uldale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35282,"Above and below-ground remains of a  post-medieval mine at Melrecks Colliery, Bassenthwaite",Above + below-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35283,"Above-ground remains of quarries of unknown date at Northrow, Bassenthwaite",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35284,Above-ground and structural remains of quarries and a limekiln of unknown date at Ireby and Uldale,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,UNCERTAIN,1,
35285,"Above-ground remains of a china clay works at Caldbeck Fell, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35286,Above and below-ground and structural remains of post-medieval lead and copper mines at Caldbeck,Structure(s) + above + below-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
35288,"Above and below-ground remains of a post-medieval mine at Carrock Fell, Caldbeck",Above + below-ground feature(s),Low,"http://ads.ahds.ac.uk/catalogue/
http://ads.ahds.ac.uk/catalogue/",2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35291,"Above-ground remains of post-medieval quarries at Binsley Plantations, Ireby and Uldale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35293,Above-ground and structural remains of post-medieval lime kilns and quarries at Ireby and Uldale,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
35294,"Above-ground remains of a quarry of unknown date at Longlands, Ireby and Uldale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35295,Above-ground and structural remains of post-medieval quarry and lime kiln at Ireby and Uldale,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
35296,Above-ground and structural remains of a quarry and limekilns of unknown date at Caldbeck,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,UNCERTAIN,1,
35297,"Above-ground remains of a quarry of unknown date at Greenhead, Ireby and Uldale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35298,Above-ground and structural remains of a medieval to post-medieval mine at Ireby and Uldale,Structure(s) + above + below-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,MEDIEVAL (1066-1540),5,
35299,"Above-ground remains of a quarry of unknown date at Isel Park, Blindcrake",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35301,"Above-ground and structural remains of a medieval to post-medieval mine at Silver Gill, Caldbeck",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,MEDIEVAL (1066-1540),5,
35302,"Above-ground and structural remains of a medieval to post-medieval mine at Swinburn Gill, Caldbeck",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,MEDIEVAL (1066-1540),5,
35306,"Above-ground remains of a pit of unknown date at Linewath, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35307,"Above-ground remains of a post-medieval pit at Sowcray, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35310,"Above-ground remains of a post-medieval quarry at Fell Side, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35311,"Above-ground remains of a post-medieval quarry at Fellside Brow, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35312,"Above-ground remains of a post-medieval railway at Potts Ghyll, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
35313,"Above-ground and structural remains of a post-medieval smelt mill at Hay Knott, Caldbeck",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35314,"Above-ground and structural remains of a post-medieval lead mine at Potts Ghyll, Caldbeck",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35315,Above-ground and structural remains of a quarry and lime kiln of unknown date at Caldbeck,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35316,Above-ground remains of a post-medieval quarry and lime kiln at Caldbeck,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35317,Above-ground and structural remains of a quarry and lime kiln of unknown date at Caldbeck,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35318,"Above-ground remains of a quarry of unknown date at Aughertree Fell, Ireby and Uldale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35319,"Above and below-ground remains of a mine of unknown date at Thwaite, Ireby and Uldale",Above + below-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35320,Above-ground and structural remains of a post-medieval lime kiln and quarry at Caldbeck,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35322,Above-ground and structural remains of a post-medieval quarry and lime kiln at Caldbeck,Structure(s) + below-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35323,"Above-ground and structural remains of mine workings of unknown date at Sandbed, Caldbeck",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,UNCERTAIN,1,
35324,"Above-ground remains of post-medieval mines at Driggith, Caldbeck",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
35325,"Above-ground remains of quarries of unknown date at Sebergham, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35326,"Above-ground remains of a pit of unknown date at Beck Grange, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35327,"Above-ground remains of pits of unknown date at Turpin Hill, Ireby and Uldale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35328,"Above and below-ground remains of a quarry of unknown date at Thwaite, Ireby and Uldale",Above + below-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35329,"Above-ground remains of a post-medieval quarry at Whelpo, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35334,Above-ground remains of a quarry of unknown date at Blindbothel,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35335,"Above-ground and structural remains of cairns of unknown date at Nether Wasdale, Wasdale",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35336,"Above-ground remains of cairns of unknown date at Easthwaite, Wasdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35337,"Above-ground remains of earthworks of unknown date at Shepherd House, Wasdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35338,Above-ground remains of a quarry of unknown date at St John's Castlerigg and Wythburn,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35339,"Above-ground remains of a quarry of unknown date at Hodgson How, Above Derwent",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35340,"Above-ground remains of a post-medieval  quarry and pit at Mell Fell Wood, Matterdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35341,Above-ground remains of a post-medieval  tramway and clay pits at Hutton,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
35342,"Above-ground remains of a post-medieval quarry and gravel pit at Brockle, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35343,"Above-ground remains of a quarry of unknown date at Gowbarrow Park, Matterdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-19 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35344,Above and below-ground remains of a field system of unknown date at Caldbeck,Above + below-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,2,11,UNCERTAIN,1,
35346,"Above and below-ground remains of a dyke and enclosure of unknown date at Ireby, Ireby and Uldale",Above + below-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,DEFENCE,1,4,UNCERTAIN,1,
35347,"Above-ground remains of a field system of unknown date at Ireby, Ireby and Uldale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
35348,Above-ground remains of a quarry of unknown date at Buttermere,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35350,"Above-ground remains of a quarry of unknown date at Knotts, Matterdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35351,"Above and below-ground remains of a Roman road at Dockray, Matterdale",Above + below-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,TRANSPORT,1,6,ROMANO-BRITISH (43-410 AD),7,
35352,"Structural remains of a watermill of unknown date at Red House, Underskiddaw",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35354,"Above-ground remains of quarries of unknown date at Lothwaite, Wythop",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35357,"Above-ground remains of a quarry of unknown date at Smithy Fell, Blindbothel",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35359,"Above-ground and structural remains of a rifle range of unknown date at Troutbeck, Hutton",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,DEFENCE,1,4,POST-MEDIEVAL (1540-1900),4,
35360,"Above-ground remains of a lime kiln of unknown date at Hall Bank, Dacre",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35362,"Structural remains of a post-medieval saw mill at Bennerhead, Matterdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
35363,"Above-ground remains of a quarry of unknown date at Armaside Farm, Lorton",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-10 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35364,"Above-ground and structural remains of a watermill of unknown date at Beckhouse, Embleton",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-11 00:00:00,INDUSTRIAL,2,10,UNCERTAIN,1,
35365,Above and below-ground remains of a reservoir of unknown date at,Above + below-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-11 00:00:00,WATER SUPPLY AND DRAINAGE,1,1,UNCERTAIN,1,
35367,"Above-ground remains of a quarry of unknown date at Scawgill Bridge, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-11 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35368,"Above-ground remains of a quarry of unknown date at Scawgill Bridge, Caldbeck",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-11 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35369,"Above-ground remains of a cairn of unknown date at Green Combe, St John's Castlerigg and Wythburn",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-11 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
35370,"Above-ground remains of a mound of unknown date at Green Combe, St John's Castlerigg and Wythburn",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-11 00:00:00,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
35371,Above-ground and structural remains of a watermill of unknown date at Borrowdale,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2011-01-11 00:00:00,INDUSTRIAL,1,10,UNCERTAIN,1,
35373,"Above-ground remains of a cairn of unknown date at Greenup Edge, St John's Castlerigg and Wythburn",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-11 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
35374,"Above-ground remains of a cairn of unknown date at High Nott, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-11 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
35375,"Above-ground remains of a cairn of unknown date at Sergeants Crag, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2011-01-11 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
